"name","rating","votes","address","phone","link"
"Walnut Brain Academy","4.9","
														10														Votes
			","Fisrt Floor 1 Avani Plaza, Mansi Circle, Vastrapur, Ahmedabad - 380015, Opposite Hp Petrol Pump","+(91)-79-40306602","https://www.justdial.com/Ahmedabad/Walnut-Brain-Academy-Opposite-Hp-Petrol-Pump-Vastrapur/079PXX79-XX79-150323181925-T5J5_BZDET?xid=QWhtZWRhYmFkIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Divakaram Coaching","3.3","
														10														Votes
			","F 7 Shruhad Complex, Nr Devi Multiplex, Naroda, Ahmedabad - 382330, Nr Narayan Nagar Bus Stop","+(91)-9898298004","https://www.justdial.com/Ahmedabad/Divakaram-Coaching-Nr-Narayan-Nagar-Bus-Stop-Naroda/079PXX79-XX79-091109180427-W9Z2_BZDET?xid=QWhtZWRhYmFkIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Palash English and Finishin..","5.0","
														9														Votes
			","9th Floor 908, Venus Atlantic, Corporate Road, Prahladnagar, Ahmedabad - 380015, Opposite SHELL Petrol Pump","+(91)-9152331972","https://www.justdial.com/Ahmedabad/Palash-English-and-Finishing-School-Opposite-SHELL-Petrol-Pump-Prahladnagar/079PXX79-XX79-190107123015-E5A8_BZDET?xid=QWhtZWRhYmFkIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Monika Sundrani","4.6","
														9														Votes
			","Ramdevnagar, Satellite, Ahmedabad - 380015, Near Hotel Courtyard Marriot","+(91)-9377326402","https://www.justdial.com/Ahmedabad/Monika-Sundrani-Near-Hotel-Courtyard-Marriot-Satellite/079PXX79-XX79-170620122516-E9R4_BZDET?xid=QWhtZWRhYmFkIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Insights Academy","4.9","
														8														Votes
			","C-180, Tejendra Nagar -1, Opp. Sabarmati High School,, Neelkanth Mahadev Road, Vallabh Park., D Cabin, Ahmedabad - 380019, Sabarmati High School (I.P School)","+(91)-7878116333","https://www.justdial.com/Ahmedabad/Insights-Academy-Sabarmati-High-School-(I-P-School)-D-Cabin/079PXX79-XX79-190507115012-Z5R1_BZDET?xid=QWhtZWRhYmFkIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"The Mental Satisfaction Hub","4.9","
														8														Votes
			","2nd Floor, Kabir Plaza, Kaukund Road, Dholka, Ahmedabad - 382225","+(91)-9724052052","https://www.justdial.com/Ahmedabad/The-Mental-Satisfaction-Hub-Dholka/079PXX79-XX79-200130070007-Y2P5_BZDET?xid=QWhtZWRhYmFkIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Brrainothon","5.0","
														7														Votes
			","LEAF Incubator, Law Garden, Ahmedabad - 380009, GLS University","+(91)-9056905628","https://www.justdial.com/Ahmedabad/Brrainothon-GLS-University-Law-Garden/079PXX79-XX79-190209201505-F3G8_BZDET?xid=QWhtZWRhYmFkIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Zodiac Migration And Career..","5.0","
														6														Votes
			","506, Sukhsagar Complex ,, Ahmedabad - 380013, Near Fortune Landmark Hotel","+(91)-6356921122","https://www.justdial.com/Ahmedabad/Zodiac-Migration-And-Career-Consultant-Near-Fortune-Landmark-Hotel/079PXX79-XX79-190611152040-J6F9_BZDET?xid=QWhtZWRhYmFkIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Clinical Psychologist","4.0","
														6														Votes
			","16, Gyandeep Soceity, Dhumketu Road, Paldi, Ahmedabad - 380007, Opposite Mahalaxmi Tower","+(91)-9925300020","https://www.justdial.com/Ahmedabad/Clinical-Psychologist-Opposite-Mahalaxmi-Tower-Paldi/079PXX79-XX79-121223154517-L3S2_BZDET?xid=QWhtZWRhYmFkIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Aloha","3.2","
														6														Votes
			","FF 4 JBR Arcade, Opposite Satyam complex, Sola Road, Ahmedabad - 380063, Science city road","+(91)-9913102727","https://www.justdial.com/Ahmedabad/Aloha-Science-city-road-Sola-Road/079PXX79-XX79-170512192001-D1X9_BZDET?xid=QWhtZWRhYmFkIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Brain Child Learning","5.0","
														5														Votes
			","310, Akshar Arcade, Memnagar, Ahmedabad - 380052, Above Dinner Bell Restaurant, Opposite Memnagar Fire Station","+(91)-8980466266","https://www.justdial.com/Ahmedabad/Brain-Child-Learning-Above-Dinner-Bell-Restaurant-Opposite-Memnagar-Fire-Station-Memnagar/079PXX79-XX79-170105160010-J7W3_BZDET?xid=QWhtZWRhYmFkIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"The Catalystz","5.0","
														5														Votes
			","A 1014, 10th Floor, Titanium Heights, Corporate Road, Prahladnagar, Ahmedabad - 380015, Opposite Vodafone House","+(91)-79-48006509","https://www.justdial.com/Ahmedabad/The-Catalystz-Opposite-Vodafone-House-Prahladnagar/079PXX79-XX79-181016133041-D2Q5_BZDET?xid=QWhtZWRhYmFkIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Learnologic Solution Pvt Lt..","4.8","
														5														Votes
			","Office No 4 2nd Floor Raju Complex, Gurukul Road, Gurukul, Ahmedabad - 380052","+(91)-79-30060701","https://www.justdial.com/Ahmedabad/Learnologic-Solution-Pvt-Ltd-Gurukul/079PXX79-XX79-120414182104-T2Q7_BZDET?xid=QWhtZWRhYmFkIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Skyblue Career Pathway","4.0","
														5														Votes
			","3, Prerna Arcade,, Opposit Doctor House, Ambawadi, Ahmedabad - 380006, Near Parimal Cross Road","+(91)-079-66012555","https://www.justdial.com/Ahmedabad/Skyblue-Career-Pathway-Near-Parimal-Cross-Road-Ambawadi/079PXX79-XX79-180314120540-F7I9_BZDET?xid=QWhtZWRhYmFkIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Mentor Bookmyadmission","5.0","
														4														Votes
			","2nd Floor , Anoli Complex, Vastrapur, Ahmedabad - 380015, Beside Adc Bank , Nr. Vastrapur Lake","+(91)-9825503811","https://www.justdial.com/Ahmedabad/Mentor-Bookmyadmission-Beside-Adc-Bank-Nr-Vastrapur-Lake-Vastrapur/079PXX79-XX79-190402111141-M2L4_BZDET?xid=QWhtZWRhYmFkIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Meracareerguide.Com","5.0","
														4														Votes
			","Ahmedabad GPO, Ahmedabad - 380001","+(91)-9250251458","https://www.justdial.com/Ahmedabad/Meracareerguide-Com-Ahmedabad-GPO/079PXX79-XX79-131031171915-N7G5_BZDET?xid=QWhtZWRhYmFkIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Lifeway Psychological Clini..","5.0","
														4														Votes
			","11, 1st Floor, Nirav Complex, Naranpura Vistar, Ahmedabad - 380013, Near Darpan Six Road, Besides Navrang School","+(91)-9974722649","https://www.justdial.com/Ahmedabad/Lifeway-Psychological-Clinic-Near-Darpan-Six-Road-Besides-Navrang-School-Naranpura-Vistar/079PXX79-XX79-120808170132-J2V7_BZDET?xid=QWhtZWRhYmFkIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Genius Park Academy","5.0","
														4														Votes
			","10/A New Naimesh Park Society, Someshwar Park Road, Thaltej, Ahmedabad - 380054, Sudarshan Tower","+(91)-9998820250","https://www.justdial.com/Ahmedabad/Genius-Park-Academy-Sudarshan-Tower-Thaltej/079PXX79-XX79-160627170133-U2Y9_BZDET?xid=QWhtZWRhYmFkIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Mancer","4.7","
														4														Votes
			","Office # 701, Akshat Tower, S. G. Highway, Bodakdev, Ahmedabad - 380054, Opposite Rajpath Club","+(91)-79-40271500","https://www.justdial.com/Ahmedabad/Mancer-Opposite-Rajpath-Club-Bodakdev/079PXX79-XX79-170919130329-J9H2_BZDET?xid=QWhtZWRhYmFkIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"CareerACER MENTOR","4.3","
														4														Votes
			","2nd Floor, Anoli Complex, Sunrise Park Road,, Near Vastrapur Lake, Vastrapur, Vastrapur, Ahmedabad - 380015, Besides ADC Bank,","+(91)-79-26462811","https://www.justdial.com/Ahmedabad/CareerACER-MENTOR-Besides-ADC-Bank-Vastrapur/079PXX79-XX79-140619110151-D8N7_BZDET?xid=QWhtZWRhYmFkIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Education Canada Services","3.3","
														4														Votes
			","111, 1st Floor, Vitthal The Mall, Visat Gandhinagar Highway, Sabarmati, Ahmedabad - 380005, Motera","+(91)-79-23292021","https://www.justdial.com/Ahmedabad/Education-Canada-Services-Motera-Sabarmati/079PXX79-XX79-130225173736-J8T9_BZDET?xid=QWhtZWRhYmFkIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Dr. Vijay Patel","5.0","
														3														Votes
			","C/18, Sarvodaya Society, India Colony Road, Bapunagar, Ahmedabad - 380024, Opposite Trimurti Complex","+(91)-9033109112","https://www.justdial.com/Ahmedabad/Dr-Vijay-Patel-Opposite-Trimurti-Complex-Bapunagar/079PXX79-XX79-110817122546-P8T8_BZDET?xid=QWhtZWRhYmFkIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Purva Police & Army Trainin..","3.2","
														3														Votes
			","Gam Golvanta Near Valand, Opposite Adharshila School, Nana Chiloda, Ahmedabad - 382330, Nana Chiloda Ring Road","+(91)-7778880751","https://www.justdial.com/Ahmedabad/Purva-Police-Army-Training-Academy-Nana-Chiloda-Ring-Road-Nana-Chiloda/079PXX79-XX79-170525013735-X6F7_BZDET?xid=QWhtZWRhYmFkIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Lic Of India Insurance Agen..","5.0","
														2														Votes
			","B/5 Chandra Colony, C G Road, Ahmedabad - 380006, Opposite Jade Blu,Behind Cargo Ford Motors","+(91)-9825019685","https://www.justdial.com/Ahmedabad/Lic-Of-India-Insurance-Agencyv-Opposite-Jade-Blu-Behind-Cargo-Ford-Motors-C-G-Road/079PXX79-XX79-171223181627-H5Z3_BZDET?xid=QWhtZWRhYmFkIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Remedial Classes","5.0","
														2														Votes
			","C G Road, Ahmedabad - 380009, Nr Idbi Bank, Opposite Municipal Staff Quater,,","+(91)-7048242550","https://www.justdial.com/Ahmedabad/Remedial-Classes-Nr-Idbi-Bank-Opposite-Municipal-Staff-Quater-C-G-Road/079PXX79-XX79-160630185223-T9M4_BZDET?xid=QWhtZWRhYmFkIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Dheya Career Mentors Pvt. L..","5.0","
														2														Votes
			","Dheya Career Mentors India Pvt. Ltd, Ahmedabad, Pratishtha Appartment, Nehru Nagar, Punit Nagar Road, Satellite, Ahmedabad - 380015","+(91)-9923400555","https://www.justdial.com/Ahmedabad/Dheya-Career-Mentors-Pvt-Ltd-Satellite/079PXX79-XX79-170602000025-R4X9_BZDET?xid=QWhtZWRhYmFkIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Edusoin","5.0","
														2														Votes
			","303, Grand Monarch, 100 Feet Road, Prahlad Nagar, Satellite, Ahmedabad - 380015, Above Vodafone Store","+(91)-8000664400","https://www.justdial.com/Ahmedabad/Edusoin-Above-Vodafone-Store-Satellite/079PXX79-XX79-151215170104-Y3R7_BZDET?xid=QWhtZWRhYmFkIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Flames Discovering You","5.0","
														2														Votes
			","D-42, Nirman Complex, Chanakyapuri, Ghatlodiya, Ahmedabad - 380061, Nr R C Technical Institute","+(91)-79-27665932","https://www.justdial.com/Ahmedabad/Flames-Discovering-You-Nr-R-C-Technical-Institute-Ghatlodiya/079PXX79-XX79-120222125439-U5C5_BZDET?xid=QWhtZWRhYmFkIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Naz Academy Service Pvt Ltd","4.0","
														2														Votes
			","25 Mohankunj Society,, Opp. Jain Derasar,, Maninagar East, Ahmedabad - 380008, Nr. Hatkeshwar Circle,","+(91)-9909980515","https://www.justdial.com/Ahmedabad/Naz-Academy-Service-Pvt-Ltd-Nr-Hatkeshwar-Circle-Maninagar-East/079PXX79-XX79-141029104538-R3N3_BZDET?xid=QWhtZWRhYmFkIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Chocos And Nuts Homemade Ch..","3.5","
														2														Votes
			","10, S N House, Ankur Road, Naranpura Vistar, Ahmedabad - 380013","+(91)-9924440199","https://www.justdial.com/Ahmedabad/Chocos-And-Nuts-Homemade-Chocolate-Naranpura-Vistar/079PXX79-XX79-131206102516-A4S1_BZDET?xid=QWhtZWRhYmFkIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Canadian Consultancy Servic..","1.0","
														2														Votes
			","302, Pratiksha Complex, Paldi, Ahmedabad - 380007, Near Mahalaxmi Five Road","+(91)-79-65243860","https://www.justdial.com/Ahmedabad/Canadian-Consultancy-Services-Near-Mahalaxmi-Five-Road-Paldi/079PXX79-XX79-171204121404-F8Z6_BZDET?xid=QWhtZWRhYmFkIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Student Career Guidance","5.0","
														1														Votes
			","DEVNANDAN MALL, ASHRAM ROAD, NAVRANGPURA, Ahmedabad - 380009, Opp. SANYAS ASHRAM","+(91)-79-66611450","https://www.justdial.com/Ahmedabad/Student-Career-Guidance-Opp-SANYAS-ASHRAM-NAVRANGPURA/079PXX79-XX79-150419120016-K2Z1_BZDET?xid=QWhtZWRhYmFkIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Kgurus.com","5.0","
														1														Votes
			","Empower Futures, VentureStudio, A. G. Teachers' Campus, Behind Hanuman Mandir,, Navrangpura, Ahmedabad - 380009, Dada Saheb Na Pagla Road","+(91)-7600656896","https://www.justdial.com/Ahmedabad/Kgurus-com-Dada-Saheb-Na-Pagla-Road-Navrangpura/079PXX79-XX79-130419194554-H5I7_BZDET?xid=QWhtZWRhYmFkIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Viraj Brainers","5.0","
														1														Votes
			","BELLAVISTA,AIRPORT ROAD,SHAHIBAUG, Airport Road, Shahibaug, Ahmedabad - 380004, AIRPORT","+(91)-9408137559","https://www.justdial.com/Ahmedabad/Viraj-Brainers-AIRPORT-Shahibaug/079PXX79-XX79-130623133001-X5F9_BZDET?xid=QWhtZWRhYmFkIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Career Horizons","5.0","
														1														Votes
			","144/2 Laxmi Gokul Bunglow, P T College Road, Paldi, Ahmedabad - 380007, Near Narayan Nagar Post Office","+(91)-79-26621408","https://www.justdial.com/Ahmedabad/Career-Horizons-Near-Narayan-Nagar-Post-Office-Paldi/079P14416_BZDET?xid=QWhtZWRhYmFkIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Sarjan Institute Of Educati..","5.0","
														1														Votes
			","10, Himali Tower, Shyamal Cross Roads, Satellite, Ahmedabad - 380015, Opp Kenyug Apartment","+(91)-79-66314369","https://www.justdial.com/Ahmedabad/Sarjan-Institute-Of-Education-Opp-Kenyug-Apartment-Satellite/079PPE12956_BZDET?xid=QWhtZWRhYmFkIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Corporate Attitute Developm..","5.0","
														1														Votes
			","B/4 Shayona City, Part 3, Ghatlodiya, Ahmedabad - 380061, Chankyapuri","+(91)-79-27664100","https://www.justdial.com/Ahmedabad/Corporate-Attitute-Development-Institute-Chankyapuri-Ghatlodiya/079PF014751_BZDET?xid=QWhtZWRhYmFkIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
