"name","rating","votes","address","phone","link"
"Indian Career Consultants","4.3","
														198														Votes
			","20-21, 3rd Floor, L.B.S Market, Bhilwara Ho, Bhilwara - 311001, Near Gol Pyau Choraha","+(91)-9314282444","https://www.justdial.com/Bhilwara/Indian-Career-Consultants-Near-Gol-Pyau-Choraha-Bhilwara-Ho/9999P1482-1482-140930124424-Y6X8_BZDET?xid=UHVuZSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"Swami Vivekananda Universit..","4.4","
														70														Votes
			","Patel Market, Jabalpur Road, Sagar City, Sagar - 470002, Near Makroniya","+(91)-9152251822","https://www.justdial.com/Sagar/Swami-Vivekananda-University-And-Svn-Medical-Hospital-And-Research-Center-Near-Makroniya-Sagar-City/9999P7582-7582-141116204609-T6Y2_BZDET?xid=UHVuZSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"Nakshatra Niketan","4.3","
														12														Votes
			","Shop No.102, Rajiv Gandhi Civik Centre, New Road Lokendra Talkies Circle, Ratlam HO, Ratlam - 457001, New Road","+(91)-9152473055","https://www.justdial.com/Ratlam/Nakshatra-Niketan-New-Road-Ratlam-HO/9999P7412-7412-131211211521-Q9Q3_BZDET?xid=UHVuZSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"Swami Vivekanand University","4.2","
														725														Votes
			","City Office 10, University- Narsinghpur Road, Civil Line, Makronia, Sagar - 470004, Sironja","+(91)-9152560979","https://www.justdial.com/Sagar/Swami-Vivekanand-University-Sironja-Makronia/9999P7582-7582-140813154606-F8K8_BZDET?xid=UHVuZSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"CENTRAL INSTITUTE OF HOTEL ..","4.8","
														3														Votes
			","23/H Anandapuri, Kolkata - 700122, Anandapuri Post Office","+(91)-9152647452","https://www.justdial.com/Kolkata/CENTRAL-INSTITUTE-OF-HOTEL-HOSPITALITY-MANAGEMENT-Anandapuri-Post-Office/033PXX33-XX33-200119210611-P7Z8_BZDET?xid=UHVuZSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"Rudra Naga Adhyatmik And Va..","5.0","
														11														Votes
			","Shop No 1 , Raghuvir Cafe, SRPF Camp Road, Camp, Amravati - 444602, Near Wadali Naka","+(91)-9152394289","https://www.justdial.com/Amravati/Rudra-Naga-Adhyatmik-And-Vaidik-Research-Centre-Publication-Near-Wadali-Naka-Camp/9999PX721-X721-160927153727-X5R8_BZDET?xid=UHVuZSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"NIIT Ltd","3.8","
														1041														Votes
			","616, 2nd Floor Sagar Arcade, F C Road, Deccan Gymkhana, Pune - 411004, Opposite Goodluck Chowk","+(91)-9152180821","https://www.justdial.com/Pune/NIIT-Ltd-Opposite-Goodluck-Chowk-Deccan-Gymkhana/020PK010021_BZDET?xid=UHVuZSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"Idp Education India Pvt Ltd","4.5","
														976														Votes
			","Office No 1 Ground Floor Mezzanine Floor Dnyanesh Complex 103 CTS No 1179/3, Model College Road, Shivaji Nagar, Pune - 411005, Near Dnyaneshwar Paduka Chowk","+(91)-20-44118888","https://www.justdial.com/Pune/Idp-Education-India-Pvt-Ltd-Near-Dnyaneshwar-Paduka-Chowk-Shivaji-Nagar/020P5087542_BZDET?xid=UHVuZSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"NIIT Ltd","3.9","
														818														Votes
			","4th Floor East Wing Arora Towers, M G Road, Pune - 411001","+(91)-9152228494","https://www.justdial.com/Pune/NIIT-Ltd-M-G-Road/020P5020331_BZDET?xid=UHVuZSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"Mpta Education Ltd","4.0","
														382														Votes
			","2nd Floor Kunal Plaza, Chinchwad Railway Station, Pune - 411019, Near Chinchwad Railway Station","+(91)-7028071552","https://www.justdial.com/Pune/Mpta-Education-Ltd-Near-Chinchwad-Railway-Station-Chinchwad-Railway-Station/020PXX20-XX20-160720133146-N8N6_BZDET?xid=UHVuZSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"NIIT Ltd","3.9","
														368														Votes
			","Survey No 38, Kharadi, Pune - 411014, Opposite to Rakshak Nagar  Phase 2","+(91)-9152290456","https://www.justdial.com/Pune/NIIT-Ltd-Opposite-to-Rakshak-Nagar-Phase-2-Kharadi/020PXX20-XX20-111001161313-D4C9_BZDET?xid=UHVuZSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"Jobizza","3.5","
														364														Votes
			","Plot No E 30/31 Office No. 46,Sumit Plaza, Market Yard, Pune - 411037, Near Nisaraga Lawns","+(91)-7709674973","https://www.justdial.com/Pune/Jobizza-Near-Nisaraga-Lawns-Market-Yard/020PXX20-XX20-150105152414-V5P6_BZDET?xid=UHVuZSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"NIIT Ltd","3.7","
														259														Votes
			","Nandan Pride, Ground Floor, Office No 6, Kothrud, Pune - 411038, Near Karve Statue","+(91)-9833905042","https://www.justdial.com/Pune/NIIT-Ltd-Near-Karve-Statue-Kothrud/020PXX20-XX20-110716151536-D3J2_BZDET?xid=UHVuZSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"Career Care","4.6","
														228														Votes
			","Flat No 8,Shree Prathamesh Buidling, Prabhat Road, Erandwane, Pune - 411004, Opposite Garware College","+(91)-9545803300","https://www.justdial.com/Pune/Career-Care-Opposite-Garware-College-Erandwane/020PXX20-XX20-140510130846-J6Y9_BZDET?xid=UHVuZSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"The Career Map","4.6","
														218														Votes
			","Office No 201, Ganesh Lila Apartment, Lakaki Road, Model Colony, Pune - 411016, Near Kedar Nath Mandir","+(91)-9823790303","https://www.justdial.com/Pune/The-Career-Map-Near-Kedar-Nath-Mandir-Model-Colony/020PXX20-XX20-120102115520-D7Y8_BZDET?xid=UHVuZSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"Career Launcher- Pimple Sau..","4.9","
														197														Votes
			","Career Launcher Pimple Saudagar Center Pune, Office No 708, 7th Floor, Fortuna Buliding, Pimple Saudagar, Pune - 411027, Opposite to Rainbow Plaza, Near Shivar Chowk","+(91)-20-65118701","https://www.justdial.com/Pune/Career-Launcher-Pimple-Saudagar-Center-Pune-Opposite-to-Rainbow-Plaza-Near-Shivar-Chowk-Pimple-Saudagar/020PXX20-XX20-170901120353-Q7E8_BZDET?xid=UHVuZSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"VIVEK DOBA Institute Of LIF..","4.9","
														190														Votes
			","Office No 225, Second Floor, Kakade Plaza ,, Hingne Budrukh, Pune - 411052, Opposite Kakade City","+(91)-9146656688","https://www.justdial.com/Pune/VIVEK-DOBA-Institute-Of-LIFE-Excellence-Opposite-Kakade-City-Hingne-Budrukh/020PXX20-XX20-180104121428-T7V7_BZDET?xid=UHVuZSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"Open Air Training Solutions..","4.9","
														185														Votes
			","Clover Dale, Office No. 402, South Main Road, Lane No. 5, Koregaon Park, Pune - 411001, Near Hotel Cozi INN","+(91)-9623326122","https://www.justdial.com/Pune/Open-Air-Training-Solutions-Pvt-Ltd-Near-Hotel-Cozi-INN-Koregaon-Park/020PXX20-XX20-130302095733-T7G7_BZDET?xid=UHVuZSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"Career Development Academy","4.5","
														174														Votes
			","S T. Teresa Church Gurwarpeth Swargate Pune, Swargate, Pune - 411042, Swargate","+(91)-9156356181","https://www.justdial.com/Pune/Career-Development-Academy-Swargate-Swargate/020PXX20-XX20-151215181546-I7L6_BZDET?xid=UHVuZSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"Getcoached.in","4.8","
														114														Votes
			","Career Coaching For Success!, 67 Anand Park, Lane Number 2, Aundh, Pune - 411007, Opp. Kirloskar House / Behind Kadhaai","+(91)-9822603367","https://www.justdial.com/Pune/Getcoached-in-Opp-Kirloskar-House-Behind-Kadhaai-Aundh/020PXX20-XX20-120618135659-Y8W2_BZDET?xid=UHVuZSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"Pixavince Creations","4.9","
														107														Votes
			","Row House No.6, Nr Dyanadip School ,Pune Bangalore Highway, Vadgaon Budruk, Pune - 411041, Near Hotel Dawat","+(91)-9823022244","https://www.justdial.com/Pune/Pixavince-Creations-Near-Hotel-Dawat-Vadgaon-Budruk/020PXX20-XX20-120329210644-D8X7_BZDET?xid=UHVuZSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"Skyworld Language And Train..","4.5","
														91														Votes
			","Brahma Angaan Shop No 5, NIBM-Kondhwa Khurd, pune - 411048, Opposite Parmar Residency Near Apollo Clinic","+(91)-20-32346351","https://www.justdial.com/Pune/Skyworld-Language-And-Training-Solutions-Opposite-Parmar-Residency-Near-Apollo-Clinic-NIBM-Kondhwa-Khurd/020PXX20-XX20-121228130055-D6E6_BZDET?xid=UHVuZSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"Smartways Placement And Ser..","3.8","
														78														Votes
			","Flat No 7 A Wing, Hadapsar, Pune - 411028, Opposite Mega Center Siddhivinayak Park","+(91)-9921000037","https://www.justdial.com/Pune/Smartways-Placement-And-Services-Opposite-Mega-Center-Siddhivinayak-Park-Hadapsar/020PXX20-XX20-131208114502-F4F7_BZDET?xid=UHVuZSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"Dheya Career Mentors (INDIA..","4.4","
														71														Votes
			","Dew Drop Villa  A-1, Swami Vivekanand Road, Pune - 411037, Opp Canara Bank","+(91)-020-65007555","https://www.justdial.com/Pune/Dheya-Career-Mentors-(INDIA)-Pvt-Ltd-Opp-Canara-Bank/020PXX20-XX20-110403230626-C6P7_BZDET?xid=UHVuZSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"NS Academy and Computer Ins..","4.7","
														69														Votes
			","Near Ambedkar Chowk, Warje Naka, Warje, Pune - 411058, Near Kulkarni Hospital Legal Corner","+(91)-7875266366","https://www.justdial.com/Pune/NS-Academy-and-Computer-Institute-Near-Kulkarni-Hospital-Legal-Corner-Warje/020PXX20-XX20-170406112114-N4N2_BZDET?xid=UHVuZSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"Education Offshore","4.8","
														64														Votes
			","Shreenath Plaza - Office C 13, Dnyaneshwar Paduka Chowk, Shivaji Nagar, Pune - 411005, Fergusson College Road","+(91)-9503066904","https://www.justdial.com/Pune/Education-Offshore-Fergusson-College-Road-Shivaji-Nagar/020PXX20-XX20-130810175415-W6Z2_BZDET?xid=UHVuZSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"N A N Chopra Pvt Ltd","3.8","
														63														Votes
			","Unit No 202 A & B 1st Floor,  Sterling Plaza, Jangali Maharaj Road, Deccan Gymkhana, Pune - 411004, Above Axis Bank, Opposite Kalmadi Petrol Pump","+(91)-8800732400","https://www.justdial.com/Pune/N-A-N-Chopra-Pvt-Ltd-Above-Axis-Bank-Opposite-Kalmadi-Petrol-Pump-Deccan-Gymkhana/020PXX20-XX20-091201170131-Z6D4_BZDET?xid=UHVuZSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"Carrer Way Pune","4.9","
														59														Votes
			","Bil. No. 2 Sagar Park Soty. Line No. 3, Chandan Nagar-Kharadi, Kharadi, Pune - 411014, Near Saroday Hotel","+(91)-9075029044","https://www.justdial.com/Pune/Carrer-Way-Pune-Near-Saroday-Hotel-Kharadi/020PXX20-XX20-160820192506-P4P4_BZDET?xid=UHVuZSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"Gurukool Personality And Co..","4.2","
														58														Votes
			","4 Monte Carlo Peshwa Complex, Viman Nagar, Pune - 411014, Behind Joggers Park","+(91)-20-41282890","https://www.justdial.com/Pune/Gurukool-Personality-And-Corporate-Career-Clinic-Behind-Joggers-Park-Viman-Nagar/020PXX20-XX20-140203123233-C2F9_BZDET?xid=UHVuZSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"Venus Spiritual Healing Com..","4.6","
														53														Votes
			","Sai Residency Flat No 2 Road 9, Dhanori Road, Vishrantwadi, Pune - 411015, Near Kailash Dham","+(91)-7507700770","https://www.justdial.com/Pune/Venus-Spiritual-Healing-Community-Near-Kailash-Dham-Vishrantwadi/020PXX20-XX20-161004104501-Z5V1_BZDET?xid=UHVuZSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"Admissions Made Easy","4.7","
														47														Votes
			","Shop No 11, 'B' Wing, Elora Shopee, Sector 1, Indrayani Nagar, Bhosari, Pune - 411039, Near Tirupati Balaji Chowk","+(91)-9665475432","https://www.justdial.com/Pune/Admissions-Made-Easy-Near-Tirupati-Balaji-Chowk-Bhosari/020PXX20-XX20-180729193018-F2J9_BZDET?xid=UHVuZSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"Innate Intelligence Academy","4.6","
														46														Votes
			","Laksh Heritage, Flat No 7, Survey No 22/5/11, Thergaon, Pune - 411033, Opposite Sancheti School, Tuljai Colony","+(91)-9607571111","https://www.justdial.com/Pune/Innate-Intelligence-Academy-Opposite-Sancheti-School-Tuljai-Colony-Thergaon/020PXX20-XX20-171007125011-R8W5_BZDET?xid=UHVuZSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"Gka Intellectual Pvt Ltd","4.8","
														44														Votes
			","Office No. 9, First Floor, C-2 Building Bramha Estate, NIBM Road, NIBM-Kondhwa Khurd, Pune - 411048, Next to Jyoti Hotel","+(91)-20-41231197","https://www.justdial.com/Pune/Gka-Intellectual-Pvt-Ltd-Next-to-Jyoti-Hotel-NIBM-Kondhwa-Khurd/020PXX20-XX20-170424170029-T9D1_BZDET?xid=UHVuZSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"Endorphin Corporation","4.5","
														36														Votes
			","23, Prashant Nagar, Lal Bahadur Shastri Road, Navipeth, Pune - 411030, Opp Prashant Hall,Behind Kaka Halwai Sweets","+(91)-9152821676","https://www.justdial.com/Pune/Endorphin-Corporation-Opp-Prashant-Hall-Behind-Kaka-Halwai-Sweets-Navipeth/020PXX20-XX20-140624194857-M5X3_BZDET?xid=UHVuZSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"Sankalp A Center For Compat..","4.8","
														35														Votes
			","322 Gurudatta Aprtment 2 Floor, Shashtri Nagar Road, Navipeth, Pune - 411030, Near Vithal Mandir","+(91)-7028896981","https://www.justdial.com/Pune/Sankalp-A-Center-For-Compatancy-Assisment-Near-Vithal-Mandir-Navipeth/020PXX20-XX20-161017122434-M6M7_BZDET?xid=UHVuZSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"Careerfutura","4.0","
														32														Votes
			","Office No 10/11 1st Floor Yashogun Apartment, Dapodi, Pune - 411012, Above Bhojwani Sweets Near Dapodi Police Chowki","+(91)-20-27143201","https://www.justdial.com/Pune/Careerfutura-Above-Bhojwani-Sweets-Near-Dapodi-Police-Chowki-Dapodi/020PXX20-XX20-140312124307-Q6F7_BZDET?xid=UHVuZSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
